ダウンロードした時刻：2026/08/05 10:57:55

,羽田,羽田,羽田
2026/5/16,25.7,16.6,20.5
2026/5/17,28.0,17.1,22.6
2026/5/18,28.9,18.2,22.9
2026/5/19,27.1,20.0,22.9
2026/5/20,27.7,21.3,23.7
2026/5/21,24.1,15.6,19.2
2026/5/22,16.3,13.1,14.9
2026/5/23,18.1,12.5,15.2
2026/5/24,22.3,14.4,18.5
2026/5/25,25.3,17.7,21.2
2026/5/26,26.1,19.2,22.0
2026/5/27,27.1,20.2,23.3
2026/5/28,28.2,21.5,24.3
2026/5/29,30.3,20.5,25.7
2026/5/30,28.6,19.3,24.0
2026/5/31,27.5,20.3,23.3
2026/6/1,31.1,19.6,24.4
2026/6/2,25.8,18.9,22.7
2026/6/3,21.0,18.3,19.7
2026/6/4,23.1,18.8,20.8
2026/6/5,20.3,15.9,18.4
2026/6/6,21.9,15.9,18.6
2026/6/7,20.6,16.4,18.8
2026/6/8,23.5,18.7,20.7
2026/6/9,21.9,18.8,20.5
2026/6/10,22.2,18.9,20.3
2026/6/11,26.6,17.8,21.8
2026/6/12,26.0,19.1,21.2
2026/6/13,27.2,18.8,22.9
2026/6/14,26.8,21.0,23.3
2026/6/15,22.5,17.9,19.7
2026/6/16,26.3,17.7,22.0
2026/6/17,28.1,18.5,23.4
2026/6/18,26.6,20.2,22.4
2026/6/19,29.1,20.6,23.9
2026/6/20,24.3,20.6,22.5
2026/6/21,25.9,21.4,23.5
2026/6/22,28.1,20.1,23.0
2026/6/23,23.5,19.0,20.8
2026/6/24,25.3,18.8,21.8
2026/6/25,22.0,20.4,21.1
2026/6/26,28.1,20.4,23.1
2026/6/27,23.4,21.4,22.4
2026/6/28,24.0,19.9,22.2
2026/6/29,25.6,19.7,22.5
2026/6/30,27.6,22.3,24.7
2026/7/1,27.7,22.8,24.7
2026/7/2,24.1,19.9,21.9
2026/7/3,26.0,20.9,22.9
2026/7/4,28.0,20.9,23.7
2026/7/5,26.8,22.0,24.0
2026/7/6,26.2,20.6,23.4
2026/7/7,24.5,20.5,23.1
2026/7/8,28.5,21.7,24.9
2026/7/9,30.5,23.2,26.4
2026/7/10,30.5,23.7,26.7
2026/7/11,30.2,24.7,26.8
2026/7/12,28.8,25.0,26.7
2026/7/13,28.5,25.3,26.6
2026/7/14,34.6,24.4,29.1
2026/7/15,33.6,26.6,29.1
2026/7/16,32.9,27.0,29.5
2026/7/17,32.6,26.0,28.2
2026/7/18,29.7,25.4,26.9
2026/7/19,32.4,25.7,28.8
2026/7/20,35.9,26.6,30.1
2026/7/21,34.8,26.6,30.1
2026/7/22,34.6,27.4,31.0
2026/7/23,35.5,26.8,30.8
2026/7/24,34.0,26.7,29.4
2026/7/25,35.9,24.9,29.0
2026/7/26,33.3,24.3,27.9
2026/7/27,29.7,24.3,26.6
2026/7/28,30.9,23.1,26.4
2026/7/29,35.0,24.5,29.7
2026/7/30,35.4,26.3,30.1
2026/7/31,34.7,26.9,29.4
2026/8/1,35.6,26.3,30.2
2026/8/2,33.0,24.9,29.1
2026/8/3,27.1,23.9,25.2
2026/8/4,28.7,22.9,25.7
